text,year,month,day_of_month,day_of_week,hour_of_day
"10.69.2 has a relatively small number of code changes, but their practical effect will be significant",2022,9,5,1,17
More Starlinks reach orbit,2022,9,5,1,17
It will probably help proportionate to the cost of raising children,2022,9,5,1,17
“That’s not punny!”,2022,9,7,3,4
More solar + batteries needed. Batteries are great at dealing with peak demand.,2022,9,6,2,21
"I accept 99% of cookies, but 💯 if choc chip",2022,9,6,2,17
"If Twitter put as much effort into bot/spam removal as they do into subpoenas, we wouldn’t have this p…",2022,9,6,2,16
"We have advised all potential witnesses to provide full cooperation to the court, but we do not control their actions",2022,9,6,2,16
Read the actual ruling. We had zero to do with David Sack’s response. Zero.,2022,9,6,2,16
Those who claim any criticism of Rings of Power means you’re racist are outing themselves as closet racists,2022,9,6,2,15
We’ve had some promising conversations with Apple about Starlink connectivity. iPhone team…,2022,9,8,4,17
"Note, I am putting a lot of time personally into advancing Tesla service to make it awesome.…",2022,9,8,4,17
"You’re right, we should credit Tesla owners $100 if we change appointments with less than 24 hours n…",2022,9,8,4,16
Lot of people still don’t realize Tesla makes uninterruptible power supplies for your whole home (Powerwall),2022,9,8,4,9
And remember 💕,2022,9,8,4,9
This thread brings back a lot of memories,2022,9,8,4,9
…,2022,9,8,4,8
The primary solution to a sustainable energy future is solar/wind with batteries for when sun doesn’…,2022,9,8,4,8
"Fusion would be expensive energy, given difficulty of obtaining and transporting source fuel, plus m…",2022,9,8,4,7
"Only 64 squares, no fog of war, no tech tree, only a few different pieces,no random spawn. Chess is…",2022,9,8,4,4
Interesting …,2022,9,8,4,2
Bot block party,2022,9,9,5,4
Assuming 25% efficient PV cells at 0.8 surface coverage,2022,9,8,4,23
Exactly. Ecosystem is almost entirely dependent on the sun already. Civil…,2022,9,8,4,23
"Yup, there’s a reason we do static fires! Much better to break things on the ground than en route to orbit.",2022,9,8,4,23
"Solar panels, ground mount &amp; rooftop, paired with stationary batteries, will be civiliz…",2022,9,8,4,23
I love the graffiti art at Giga Berlin!,2022,9,8,4,20
So much empty land &amp; only a tiny percentage needed to power entire country!,2022,9,8,4,20
It’s looking good so far,2022,9,8,4,20
Indeed,2022,9,8,4,20
"Internal beta rollout tonight, wider tomorrow",2022,9,10,6,1
It’s coming!,2022,9,10,6,1
Take Materials Science 101. You won’t regret it.,2022,9,9,5,23
A major Fed rate hike risks deflation,2022,9,9,5,23
Please lmk when that happens,2022,9,9,5,22
"Absolutely, the Tesla fleet in Australia is growing rapidly, so we do need to ramp up service in general",2022,9,9,5,22
Tesla North America aiming for &gt;50% same hour service,2022,9,9,5,22
"Nice. I’m dressing up as a sink &amp; knocking on random doors. Once they see me, they will have…",2022,9,9,5,21
One of our most complex missions,2022,9,9,5,19
Falcon arching to orbit,2022,9,11,7,3
No obvious limit to rocket reflight so far,2022,9,11,7,2
Instagram is an envy amplifier,2022,9,11,7,0
"Team found a bug causing an 8% delay in detecting pedestrians at &gt;50m. That’s been fixed, so rolling out tonight.",2022,9,10,6,20
That’s pretty accurate,2022,9,10,6,17
Astronomy too,2022,9,10,6,17
I guess we could make Joe mode quieter,2022,9,12,1,5
"Still doing same thing, but bigger",2022,9,12,1,5
Looks good to roll out to all Tesla owners with 10.12.2 (~100k cars)!,2022,9,12,1,4
That is probably the right order of magnitude,2022,9,12,1,3
Real-world validation &amp; billions of miles of real-world training are what will make FSD superhuman,2022,9,12,1,1
Sigh,2022,9,11,7,21
"FSD Beta 10.69.2 rolling out now. Please note that top priority is safety, so expect it to be overly cautious, espe…",2022,9,11,7,21
There is appetite for an infinite number of interesting tweets,2022,9,13,2,1
Take a moment to …,2022,9,13,2,0
The residual value of gasoline cars bought today will be much lower than people think,2022,9,12,1,22
Supercharger centers with solar &amp; batteries are the long-term vision,2022,9,12,1,22
Won’t be long before we view gasoline cars the same way we view steam engines today,2022,9,12,1,20
Socrates can be a little boring tbh,2022,9,12,1,19
"Our view of reality is always wrong, just a question of how wrong",2022,9,12,1,17
"Salted butter is amazing, but should be stored at room temperature",2022,9,14,3,7
Drop 0.25%,2022,9,14,3,7
"Exactly, this is neither subtle nor secret",2022,9,14,3,7
"Layers upon layers of neural nets, ever higher",2022,9,14,3,4
Subtle 🤣,2022,9,13,2,23
"Note, we are working on making the whistle sound much louder",2022,9,13,2,23
But u have to pay in Doge,2022,9,13,2,23
Blow the whistle!,2022,9,13,2,23
True,2022,9,13,2,20
Could be worse,2022,9,13,2,20
Fair point,2022,9,13,2,19
Good thread,2022,9,13,2,19
Sounds pretty bad,2022,9,13,2,18
"Please fix , ,",2022,9,13,2,18
My tweets are being suppressed!,2022,9,13,2,18
This says it all: “None of the members of the Stripe chat who spoke with me said that they accepted payment or agre…,2022,9,13,2,17
Anyone know who the secret clients are? Let’s out them on Twitter rn haha.,2022,9,13,2,17
Absolutely,2022,9,13,2,17
True,2022,9,13,2,16
I’m testing it today in Palo Alto,2022,9,13,2,16
Rome show is underappreciated,2022,9,13,2,16
"This was harder than reaching volume production, which was insanely hard",2022,9,13,2,16
Beta expanding to safety scores above 80 after 10.69.2.1 goes out,2022,9,15,4,15
"10.69.2.1 coming out in a few days with additional polish, 10.69.3 comes out shortly after AI Day",2022,9,15,4,15
or their short shorts,2022,9,15,4,0
Hyperloop could do that trip in less than half an hour,2022,9,17,6,22
Looks like they’re fighting an actual fire demon!,2022,9,17,6,19
to help mend the fault in our stars,2022,9,17,6,15
It will be later this year when laser links activate on polar constellation,2022,9,17,6,14
Starlink is meant for peaceful use only,2022,9,17,6,1
Is it really true that four-year-olds are receiving hormone treatment?,2022,9,16,5,21
"Technically true, but Earth’s economy is extremely far from physical limits. Ener…",2022,9,16,5,21
True,2022,9,18,7,17
Starship will be an incredible enabler for science. Full reusability &amp; high produc…,2022,9,18,7,16
"Should be Alexander, the Greatest. After all, is there a better Alexander?",2022,9,18,7,3
Chamber pressure looked good on all 7 engines,2022,9,19,1,18
"Yes, seven engine static fire",2022,9,19,1,17
There is too much latency in Fed decisions. Problematic in a fast-changing world.,2022,9,19,1,17
Tunnels ftw,2022,9,19,1,16
"Yes, the fundamental error is reasoning by analogy, rather than first principles",2022,9,19,1,15
"starry, starry night paint your palette blue and gray",2022,9,19,1,6
"Starlink is now active on all continents, including Antarctica",2022,9,19,1,3
Another batch with lasers reaches orbit,2022,9,19,1,2
. what’s going on?,2022,9,21,3,2
Such miracles are impossible,2022,9,21,3,2
That’s a real picture?,2022,9,21,3,2
Absolutely,2022,9,21,3,2
"Unsurprisingly, Reich is also a hypocrite",2022,9,21,3,2
Reich is suicidally boring,2022,9,21,3,2
You both an idiot and a liar,2022,9,21,3,2
Curiouser and curiouser …,2022,9,21,3,1
Same,2022,9,20,2,16
"Happy birthday bro, love you",2022,9,20,2,12
"Yes, all US &amp; Canada cars with safety scores above 80 should receive an invitation to…",2022,9,20,2,5
"Note, Autopilot/AI team is also working on Optimus and (actually smart) summon/auto…",2022,9,20,2,5
Next month,2022,9,20,2,5
Starlink will ask for an exemption to Iranian sanctions in this regard,2022,9,19,1,22
Looking forward to providing Starlink service to the people of Zambia!,2022,9,19,1,22
Car will move on tighter gaps as we enhance NN velocity predictions for crossing traffic. 10.6…,2022,9,19,1,22
"FSD Beta 10.69.2.1 looks good, extending to 160k owners in US &amp; Canada",2022,9,19,1,20
Profoundly important concept,2022,9,19,1,20
Great for clearing dust!,2022,9,19,1,18
Booster 7 now returns to high bay for robustness upgrades &amp; booster 8 moves to pad…,2022,9,19,1,18
7 engine static fire,2022,9,19,1,18
Shaded patio,2022,9,21,3,21
"Actually, I live in a little house on Weems St that cost ~$50k (but I’ve done a lot with the place!)",2022,9,21,3,21
Aka cogency,2022,9,21,3,21
Looks awesome 😎,2022,9,21,3,17
Maybe little electric Tesla boats with a retro-futuristic Victorian design,2022,9,21,3,16
"Long-term goal is a boardwalk with amenities that goes all the way to downtown Austin, so you can walk, bike or kayak",2022,9,21,3,16
Area from south Giga to river really will be next-level great &amp; open to public!,2022,9,21,3,16
"Ecological paradise plans from south portion of Giga Texas to river look great, however we…",2022,9,21,3,15
"I was instrumental in creating OpenAI, which made DALL-E",2022,9,21,3,15
Although his methods of instruction very strongly fa…,2022,9,21,3,15
"Boys High was a good school, but it was government,…",2022,9,21,3,15
For sure,2022,9,21,3,14
Errol ran out of money in the 90’s. My brother &amp; I f…,2022,9,21,3,14
This is true,2022,9,21,3,14
"With some improvements, it will achieve 300 Mps",2022,9,21,3,14
Incorrect. There was tuition for students from outsi…,2022,9,21,3,13
"I went to government schools, not private, except fo…",2022,9,21,3,12
"Probably Q2 next year, with vehicles initia…",2022,9,21,3,12
That’s the plan. We’re taking a…,2022,9,21,3,12
"Late next month maybe, but November seems h…",2022,9,21,3,12
Our focus is on reliability upgrades for flight on Booster…,2022,9,21,3,12
Exactly,2022,9,21,3,12
Seems that way,2022,9,21,3,3
Education is the path out of poverty and Internet access enables education,2022,9,23,5,4
Exactly,2022,9,23,5,4
Starlink connecting schools in the Amazon,2022,9,23,5,2
It is,2022,9,22,4,20
Why is this a PopMech story?,2022,9,22,4,19
Yup (sigh),2022,9,22,4,17
Fully reusable orbital rockets are the fundamental breakthrough needed for humanity to become a multiplanet species,2022,9,22,4,16
The terminology is outdated &amp; inaccurate. This is a tiny over-the-ai…,2022,9,22,4,16
"Your car needs a camera upgrade, which is free of charge. There are a fe…",2022,9,22,4,15
While (!pheromone) {},2022,9,22,4,15
Siegel is obviously correct,2022,9,24,6,10
Activating Starlink …,2022,9,23,5,18
Charming …,2022,9,26,1,0
Starlink now over 1M user terminals manufactured,2022,9,25,7,19
Please vote in this poll! ⬇️⬇️⬇️⬇️,2022,10,3,1,16
"Even then, Lenin would’ve gotten nowhere without Ludendorff’s train",2022,9,27,2,5
I guess this joke is a slow burn … 🥁,2022,9,28,3,3
Big improvement in high speed cross-traffic velocity NN coming next month,2022,9,28,3,3
Maybe worth talking at some point,2022,9,28,3,2
Make “hair on fire” not just a metaphor,2022,9,27,2,23
Stand out in a crowd! Get noticed as you walk through the airport!,2022,9,27,2,23
"Coming soon from , the same people that sold you a Flamethrower",2022,9,27,2,23
“Burnt Hair” – Scent for Men by Singed,2022,9,27,2,22
I’m a little preoccupied rn,2022,9,27,2,22
Batteries ftw,2022,9,27,2,22
Good point,2022,9,27,2,22
"My son, Saxon, was amazed that so many paper newspapers are still produced every day. He said they probably just…",2022,9,27,2,16
"Falcon 9 fairing cam captures 2nd stage plume, booster entry burn &amp; Earth in twilight",2022,9,27,2,14
Pretty much. AI/robotics engineers who understand what problems need to be solved will like what they see.,2022,9,29,4,7
There will be lots of technical detail &amp; cool hardware demos,2022,9,29,4,6
Good analysis,2022,9,29,4,6
Rated for 280+ kph (174+ mph) winds,2022,9,28,3,23
Starlink Maritime system enables high speed Internet connectivity even in heavy seas &amp; hurricane winds,2022,9,28,3,23
Last coal shipment arrived in Hawaii at same time as Tesla Megapack batteries that will enable 24/7 sustainable ene…,2022,9,28,3,23
Still very tiny potatoes compared to what’s needed to make life multiplanetary,2022,9,28,3,20
SpaceX now delivering about twice as much payload to orbit as rest of world combined,2022,9,28,3,20
Extremely concerning,2022,9,28,3,19
"How ironic, that’s what Henrik Fisker did to Tesla in 2007! Karma is a …",2022,9,28,3,19
They need to add a lot of batteries to the grid to buffer energy,2022,9,28,3,14
True,2022,9,29,4,20
"Needs be able to get from Starbase to South Padre Island, which requires crossing the channel",2022,9,29,4,15
Off-label use 🤣,2022,9,29,4,15
"Cybertruck will be waterproof enough to serve briefly as a boat, so it can cross rivers, lakes &amp; even seas that aren’t too choppy",2022,9,29,4,15
Submarines use electric motors under water …,2022,9,29,4,15
Works on land too,2022,9,29,4,15
As well as advanced chip &amp; supercomputer engineers for next-gen training &amp; inference,2022,9,29,4,14
"Note, this event is meant for recruiting AI &amp; robotics engineers, so will be highly technical",2022,9,29,4,14
"Naturally, there will be a catgirl version of our Optimus robot",2022,10,1,6,3
"The point of AI Day is to show the immense depth &amp; breadth of Tesla in AI, compute hardware &amp; robotics",2022,10,1,6,2
"Should be according to greatest need, not race or anything else",2022,10,1,6,0
Webcast link,2022,9,30,5,22
Tesla AI Day 2022 starts at precisely 6:15pm California time,2022,9,30,5,22
"Tesla team is awesome, such an honor to work with them!",2022,9,30,5,22
